img,x1,y1,x2,y2,category
5371,86,57,412,303,53
5372,88,2,415,368,53
5373,157,82,362,305,53
5374,98,0,415,352,53
5376,123,60,390,315,53
5377,158,9,337,210,53
5378,83,31,698,563,53
5379,55,0,440,373,53
5380,98,45,375,285,53
5381,176,26,425,267,53
5382,65,13,202,205,53
5383,256,30,504,328,53
5384,27,0,226,210,53
5385,92,0,540,480,53
5386,144,0,526,400,53
5387,3,99,535,584,53
5388,96,41,682,485,53
7327,6,153,163,297,53
9096,97,57,405,300,53
10624,93,25,411,343,53
13318,18,166,150,300,53
13327,51,30,225,171,53
13746,460,24,542,83,53
13983,173,46,246,109,53
14439,66,170,396,491,53
15650,367,55,508,177,53
1537,158,1,395,284,19
1792,56,0,216,212,19
1793,0,14,160,120,19
1794,0,39,320,271,19
1795,0,51,338,196,19
1796,43,17,179,138,19
1797,23,20,315,240,19
1798,14,29,160,105,19
1799,0,0,320,240,19
1800,0,54,240,132,19
1801,38,52,278,222,19
1802,0,0,514,318,19
1803,100,60,775,567,19
1804,9,13,189,137,19
1805,6,34,258,214,19
1806,10,47,470,330,19
1807,30,8,172,119,19
1808,0,0,115,120,19
1809,13,0,372,257,19
1810,16,21,241,148,19
1811,0,40,224,171,19
1812,20,0,230,160,19
1813,0,0,152,104,19
1814,0,200,391,629,19
1815,36,41,159,124,19
1816,23,88,228,228,19
1817,11,85,290,385,19
1818,0,43,250,217,19
1819,0,0,394,546,19
1820,6,12,248,221,19
1821,11,48,549,282,19
1822,0,0,300,225,19
1823,21,58,535,277,19
1824,16,56,543,282,19
1825,25,49,536,293,19
1826,15,52,546,285,19
1827,20,24,541,286,19
1828,15,39,548,284,19
1829,148,26,512,409,19
1830,0,0,291,185,19
1831,14,14,138,101,19
1832,29,6,166,132,19
1833,72,76,242,283,19
1834,33,2,202,148,19
1835,90,13,561,361,19
1836,10,7,131,89,19
1837,35,0,177,157,19
1838,52,0,282,240,19
1839,55,0,316,269,19
1840,0,0,145,120,19
1841,12,12,189,138,19
1842,31,19,178,116,19
1843,0,0,182,186,19
1844,0,16,256,180,19
1845,23,10,185,115,19
1846,100,0,500,375,19
1847,44,48,270,204,19
1848,95,4,291,219,19
1849,0,0,220,190,19
1850,10,91,387,446,19
1851,17,17,207,163,19
1852,14,0,172,296,19
1853,0,50,416,312,19
1854,138,72,400,297,19
1855,0,85,391,530,19
1856,0,0,400,300,19
1857,52,64,378,309,19
1858,0,0,257,203,19
1859,37,49,325,216,19
1860,0,0,199,200,19
1861,0,11,180,110,19
1862,7,3,210,146,19
1863,0,0,205,141,19
1864,0,15,394,474,19
1865,40,8,367,274,19
1866,0,14,200,120,19
1867,0,0,390,561,19
1868,0,31,232,157,19
1869,54,56,320,202,19
1870,0,0,200,130,19
1871,0,0,320,400,19
1872,39,68,638,347,19
1873,0,28,640,480,19
1874,0,0,160,120,19
1875,0,0,320,228,19
1876,11,37,152,117,19
1877,38,24,305,249,19
1878,12,98,237,288,19
1879,0,36,282,252,19
1880,51,4,269,213,19
1881,14,36,428,274,19
1882,0,0,400,300,19
1883,75,129,528,378,19
1884,85,99,480,390,19
1885,70,117,520,396,19
1886,0,0,216,152,19
1887,9,8,218,179,19
1888,0,0,478,219,19
1889,0,166,250,355,19
1890,56,33,417,272,19
1891,5,24,72,62,19
9264,27,27,417,301,19
9305,0,19,456,283,19
9325,24,7,402,351,19
10840,39,0,447,360,19
11008,43,51,426,315,19
13611,0,0,785,600,19
13622,4,36,573,420,19
13706,0,84,550,396,19
13707,172,170,640,472,19
13710,68,224,528,414,19
13718,40,152,478,360,19
13970,8,24,384,392,19
13970,61,234,460,612,19
14014,76,78,361,490,19
14019,30,36,371,276,19
14020,285,256,751,476,19
14024,423,16,770,476,19
14028,21,168,376,593,19
14034,368,236,790,590,19
14037,445,268,785,586,19
14040,445,0,698,346,19
14045,8,61,291,386,19
14047,110,6,421,405,19
14049,50,126,621,486,19
14053,128,40,426,383,19
14066,111,346,546,591,19
14067,66,60,538,737,19
14075,103,37,492,737,19
14088,148,11,570,588,19
14101,0,118,406,428,19
14306,68,0,331,406,19
14325,0,0,306,250,19
14343,8,53,796,530,19
14414,0,0,320,403,19
14437,0,100,451,458,19
14440,370,0,800,540,19
14442,53,45,411,566,19
14444,138,65,370,503,19
14450,361,41,800,463,19
14452,396,58,765,520,19
14455,340,50,800,578,19
14464,0,68,771,536,19
14468,233,51,723,583,19
14475,37,113,552,726,19
14478,260,205,798,593,19
14479,410,13,796,520,19
14484,185,2,532,531,19
14487,0,133,240,561,19
14502,16,68,478,412,19
14564,55,64,290,234,19
14618,38,92,448,380,19
14635,0,88,396,380,19
14637,200,0,484,400,19
14654,88,260,628,480,19
14660,408,34,638,392,19
14674,19,11,426,682,19
14688,47,64,356,555,19
14693,23,40,470,640,19
14721,131,60,296,202,19
14735,0,32,320,238,19
15255,106,31,760,463,19
15262,10,17,612,460,19
15496,75,0,486,360,19
794,239,110,446,308,91
5013,376,0,638,174,91
5101,34,22,294,177,91
5106,0,0,165,73,91
5109,464,158,640,374,91
5115,476,130,640,264,91
5127,69,8,249,99,91
5149,254,0,320,26,91
5158,301,101,375,209,91
5169,319,97,384,207,91
11483,0,121,163,291,91
11608,298,0,460,121,91
12060,100,252,382,480,91
12262,8,0,590,480,91
12263,40,14,238,192,91
12264,0,1,450,357,91
12265,0,0,239,312,91
12266,0,6,614,480,91
12267,0,24,277,350,91
12268,1,19,198,249,91
12269,4,8,580,436,91
12270,30,41,781,600,91
12271,28,45,780,600,91
12272,33,7,426,343,91
12273,24,23,423,353,91
12274,0,0,446,336,91
12275,1,0,348,367,91
12276,0,10,178,180,91
12277,16,8,640,464,91
12278,15,8,593,418,91
12279,0,18,300,229,91
12280,91,107,705,615,91
12281,2,12,343,250,91
12282,22,0,298,217,91
12283,2,3,318,240,91
12284,1,35,199,200,91
12285,28,6,417,338,91
12286,63,24,415,351,91
12287,0,46,640,478,91
12288,0,0,400,300,91
12289,0,0,574,452,91
12290,0,1,400,279,91
12291,18,0,596,448,91
12292,26,67,573,400,91
12293,0,0,800,529,91
12294,0,16,321,321,91
12295,193,0,778,483,91
12296,12,2,443,321,91
12297,0,1,798,524,91
12298,0,0,352,288,91
12299,0,26,743,529,91
12300,0,36,477,384,91
12301,93,97,306,250,91
12301,78,0,343,120,91
12301,0,34,109,194,91
12302,84,50,576,410,91
12303,21,44,254,279,91
12304,65,73,480,296,91
12305,0,0,380,291,91
12306,68,112,532,456,91
12307,5,2,397,300,91
12308,20,98,498,344,91
12309,9,0,280,278,91
12310,5,8,401,343,91
12311,6,0,500,375,91
12312,24,29,390,286,91
12313,0,83,300,378,91
12314,5,1,800,600,91
12315,4,5,457,413,91
12316,25,75,800,600,91
12317,0,16,280,407,91
12318,0,0,278,231,91
12319,3,9,275,292,91
12320,0,0,300,365,91
12321,25,0,800,596,91
12322,9,8,350,313,91
12323,0,0,227,167,91
12323,22,145,280,373,91
12324,8,9,500,334,91
12325,17,0,400,296,91
12326,0,0,461,346,91
12327,2,63,336,377,91
12328,30,35,495,379,91
12329,5,50,344,315,91
12330,0,9,290,213,91
12331,11,8,327,261,91
12332,0,0,279,373,91
12333,39,6,406,299,91
12334,6,23,500,349,91
12335,63,70,523,426,91
12336,0,0,278,208,91
12337,0,4,638,480,91
12338,138,41,630,428,91
12339,0,33,298,244,91
12340,0,19,512,365,91
12341,13,10,299,221,91
12342,0,19,280,280,91
12343,2,8,350,255,91
12344,0,0,236,154,91
12345,66,3,598,414,91
12346,2,32,634,478,91
12347,0,3,596,450,91
12348,3,3,471,340,91
12349,41,76,300,285,91
12350,18,83,733,551,91
12351,28,11,400,298,91
12352,40,44,428,375,91
12353,0,0,436,310,91
12354,38,28,740,528,91
12355,42,55,395,280,91
12356,171,1,798,529,91
12357,0,28,280,286,91
12358,0,0,220,180,91
12359,246,138,564,362,91
12360,0,37,280,336,91
12361,20,28,444,335,91
12362,0,0,512,384,91
12363,3,0,589,416,91
12364,0,41,350,309,91
12365,0,0,408,308,91
12476,364,20,640,244,91
12489,347,88,481,178,91
13770,436,89,638,244,91
14022,560,143,753,315,91
14025,256,65,453,233,91
14226,192,2,303,118,91
14234,193,88,286,160,91
14267,182,86,286,160,91
14414,288,31,526,291,91
14467,0,225,291,508,91
14510,378,180,638,454,91
14906,180,577,332,771,91
14966,474,200,636,392,91
15019,134,19,300,152,91
15098,180,218,600,450,91
15191,363,104,532,260,91
15192,360,158,552,322,91
15213,280,66,420,206,91
15425,242,15,384,135,91
15471,307,34,483,169,91
15518,0,17,256,241,91
15545,182,223,440,450,91
15560,276,272,490,450,91
15573,303,43,600,283,91
15601,401,161,592,329,91
15604,73,323,239,499,91
15627,18,112,257,353,91
15683,430,57,581,177,91
15692,136,11,287,117,91
15731,197,6,403,162,91
15732,402,155,591,314,91
15814,367,171,600,432,91
15874,145,5,468,297,91
15892,0,146,192,286,91
15924,461,153,600,311,91
16008,225,5,372,108,91
16020,0,150,208,361,91
16036,412,223,600,398,91
16258,398,135,600,348,91
16263,333,25,486,153,91
16285,366,6,533,136,91
16387,407,180,595,377,91
16600,322,48,492,185,91
16674,417,231,592,407,91
16676,405,212,587,381,91
16685,17,206,233,409,91
16688,480,129,637,297,91
16782,1,1,210,206,91
4935,9,6,85,69,93
11184,327,190,420,289,93
11197,231,33,336,117,93
13233,217,6,288,68,93
13277,9,31,274,348,93
13278,37,35,632,399,93
13279,16,23,314,238,93
13280,8,11,489,356,93
13281,17,19,272,314,93
13282,12,19,289,278,93
13283,19,11,302,219,93
13284,31,14,273,180,93
13285,19,28,445,348,93
13286,33,21,377,196,93
13287,31,33,264,195,93
13288,7,33,288,232,93
13289,70,98,588,424,93
13290,4,1,214,168,93
13291,6,5,254,235,93
13292,25,32,438,312,93
13293,123,0,373,150,93
13294,3,167,484,492,93
13295,78,31,250,141,93
13296,38,18,306,218,93
13297,314,159,493,372,93
13298,96,60,534,406,93
13299,18,39,471,322,93
13300,24,1,385,281,93
13301,34,176,324,426,93
13302,32,60,567,417,93
13303,137,53,258,155,93
13304,8,57,335,220,93
13305,10,19,485,361,93
13306,23,77,350,428,93
13307,1,21,244,218,93
13308,28,0,459,330,93
13309,18,1,213,147,93
13310,8,72,234,264,93
13311,11,65,292,360,93
13312,0,84,454,645,93
13313,44,47,288,259,93
13314,0,48,236,300,93
13315,73,47,252,182,93
13316,30,31,126,106,93
13317,17,14,450,337,93
13318,36,53,244,181,93
13319,380,75,486,155,93
13320,85,56,441,296,93
13321,96,70,415,238,93
13322,20,13,367,283,93
13323,1,145,375,410,93
13324,0,44,800,530,93
13326,18,51,500,375,93
13327,78,178,244,363,93
13328,69,43,600,450,93
13329,136,182,297,375,93
13330,1,129,480,560,93
13331,59,65,189,158,93
13332,68,76,606,434,93
13333,88,31,283,155,93
13334,8,0,636,464,93
13335,32,60,561,412,93
13336,17,35,336,243,93
13337,1,37,236,390,93
13338,48,20,437,291,93
13339,0,69,280,315,93
13340,178,115,505,386,93
13341,24,42,393,272,93
13342,3,67,451,320,93
13344,37,22,480,329,93
13345,20,0,381,275,93
13346,16,14,317,211,93
13347,7,33,377,430,93
13348,0,15,400,300,93
13349,2,14,279,336,93
13350,69,11,418,296,93
13351,0,40,418,312,93
13352,0,174,340,528,93
13353,34,26,384,273,93
13354,0,6,364,441,93
13355,72,51,591,397,93
13357,0,133,580,424,93
13358,72,5,325,235,93
13359,158,133,713,573,93
13360,0,1,408,315,93
13361,126,53,675,513,93
13362,7,7,435,293,93
13363,7,11,261,316,93
13364,20,7,394,285,93
13365,99,77,349,216,93
13366,1,28,351,275,93
13367,6,16,765,566,93
13368,10,16,374,281,93
13369,12,16,632,456,93
13370,21,22,594,411,93
13371,25,50,430,302,93
13372,0,89,259,283,93
13373,18,34,258,199,93
13374,31,24,394,291,93
13375,0,6,652,561,93
13376,5,70,289,278,93
13377,85,8,512,346,93
13696,443,36,696,183,93
13704,266,147,444,282,93
13969,0,262,150,414,93
14899,416,225,630,360,93
14909,136,84,276,182,93
15113,412,24,548,148,93
15176,437,0,578,120,93
15363,26,188,201,356,93
15583,32,410,214,602,93
97,261,48,561,330,55
5489,18,98,310,452,55
5490,0,0,378,300,55
5491,145,0,284,124,55
5492,37,24,170,136,55
5493,304,20,640,334,55
5494,10,78,396,296,55
5495,52,0,282,124,55
5496,0,0,320,240,55
5497,55,44,194,164,55
5498,6,30,297,209,55
5499,0,4,320,230,55
5500,0,0,800,778,55
5501,0,56,233,309,55
5502,192,82,296,184,55
5503,24,0,396,254,55
5504,36,0,389,275,55
5505,12,177,256,404,55
5506,0,30,286,216,55
5507,0,0,300,258,55
5508,46,27,455,360,55
5509,0,0,320,240,55
5510,2,12,304,232,55
5511,54,56,266,206,55
5512,12,13,165,121,55
5513,2,32,301,341,55
5514,34,0,268,240,55
5515,0,48,295,243,55
5516,46,0,165,151,55
5517,0,60,320,240,55
5518,131,36,400,240,55
5519,0,10,136,120,55
5520,15,23,199,134,55
5521,19,35,143,138,55
5522,26,2,182,158,55
5523,19,93,160,213,55
5524,1,72,300,353,55
5525,0,0,200,150,55
5526,0,0,229,300,55
5527,90,105,374,309,55
5528,0,9,172,133,55
5529,0,8,190,134,55
5530,0,0,320,230,55
5531,33,0,297,200,55
5532,0,0,640,480,55
5533,11,56,126,133,55
5534,30,25,145,152,55
5535,0,102,291,363,55
5536,0,23,291,232,55
5537,42,60,234,210,55
5538,38,62,239,204,55
5539,8,50,316,240,55
5540,23,0,315,274,55
5541,0,0,406,297,55
5542,0,26,320,240,55
5543,62,28,272,212,55
5544,26,50,291,230,55
5545,0,210,335,500,55
5546,0,0,500,333,55
5547,0,171,333,500,55
5548,0,140,333,500,55
5549,0,95,500,333,55
5550,0,0,500,375,55
5551,0,6,500,295,55
5552,0,0,500,375,55
5553,0,0,500,375,55
5554,67,0,490,345,55
5555,56,45,297,223,55
5556,0,0,313,228,55
5557,70,16,316,246,55
5558,44,22,448,361,55
5559,0,42,400,296,55
5560,18,29,299,253,55
5561,0,11,442,399,55
5562,20,12,385,295,55
5563,83,74,543,380,55
5564,6,5,393,349,55
5565,53,128,340,536,55
5566,25,8,498,357,55
5567,2,44,400,479,55
5568,0,47,466,375,55
5569,34,0,391,300,55
5570,0,101,280,337,55
5571,84,90,492,450,55
5572,93,30,525,403,55
5573,25,100,287,305,55
5574,31,70,340,360,55
5575,65,89,542,468,55
5576,8,113,520,367,55
5577,0,0,400,300,55
5578,58,81,394,287,55
5579,15,4,367,300,55
5580,58,61,400,300,55
5581,87,9,423,288,55
5582,53,62,569,462,55
5583,53,7,461,375,55
5584,70,1,347,261,55
5585,50,6,493,322,55
5586,16,18,744,600,55
5587,30,38,481,428,55
5588,304,166,544,373,55
9043,8,36,240,306,55
9111,52,16,222,300,55
9348,78,27,408,312,55
10571,1,24,358,477,55
10638,27,18,246,304,55
10845,0,75,234,208,55
10995,0,40,400,327,55
10997,33,9,460,252,55
11156,192,142,342,276,55
11178,366,0,480,73,55
11196,63,13,435,339,55
11223,28,87,408,315,55
11255,7,4,357,394,55
11317,126,90,210,207,55
11374,81,36,358,333,55
11431,132,19,372,342,55
11527,1,1,475,268,55
11552,51,3,448,301,55
11554,36,43,468,309,55
12095,121,0,334,176,55
13719,318,0,438,70,55
13754,78,10,396,165,55
13885,83,211,671,408,55
13973,42,6,536,426,55
14002,152,8,332,236,55
14006,54,21,172,124,55
14040,220,126,423,280,55
14053,31,301,245,501,55
14071,591,131,696,218,55
14348,23,225,280,385,55
14410,15,62,280,215,55
14412,541,267,686,367,55
14490,4,161,268,433,55
14616,151,78,413,280,55
14806,25,0,239,172,55
14811,0,0,608,480,55
14828,248,52,640,440,55
14829,94,177,158,312,55
14909,476,52,600,208,55
14914,8,52,640,392,55
14916,360,153,584,400,55
14966,44,0,282,180,55
14987,120,178,258,392,55
14992,388,140,710,325,55
15113,120,122,296,348,55
15170,151,10,462,352,55
15311,415,182,526,323,55
15415,165,75,274,188,55
15507,40,339,254,480,55
15875,302,177,398,315,55
16259,96,18,532,411,55
16279,3,226,180,428,55
16287,303,208,547,418,55
19,365,86,483,167,69
33,50,21,158,117,69
38,167,298,258,384,69
59,213,162,352,220,69
4004,0,23,38,71,69
6963,264,98,417,214,69
7323,162,26,511,340,69
7324,61,63,314,269,69
7325,75,93,219,213,69
7326,10,44,240,284,69
7327,222,66,346,171,69
7328,0,37,493,363,69
7329,0,52,320,240,69
7330,0,24,459,329,69
7331,39,0,329,247,69
7332,43,20,450,296,69
7333,84,46,302,255,69
7334,137,68,396,346,69
7335,144,0,562,346,69
7336,24,18,612,385,69
7337,195,36,307,151,69
7338,88,54,226,172,69
7339,57,324,330,466,69
7340,75,30,331,269,69
7341,126,60,308,231,69
7342,0,0,240,257,69
7343,0,130,231,290,69
7344,56,3,347,252,69
7345,0,0,500,231,69
7346,85,4,569,388,69
7347,262,10,487,261,69
7348,25,128,302,390,69
7349,108,7,538,524,69
7350,42,10,458,355,69
7351,243,175,410,430,69
7352,296,0,483,181,69
7353,44,40,308,245,69
7354,40,63,284,250,69
7355,0,111,749,519,69
7356,0,0,296,254,69
7357,66,0,453,360,69
7358,150,84,327,214,69
7359,0,0,400,265,69
7360,0,14,280,306,69
7361,0,0,618,533,69
7362,82,74,311,252,69
7363,0,154,500,557,69
7364,0,9,500,334,69
7365,20,98,268,251,69
7366,0,71,342,461,69
7367,0,4,428,391,69
7368,90,0,339,189,69
7369,304,208,452,360,69
7370,420,75,500,172,69
7371,20,29,288,168,69
7372,97,275,407,642,69
7373,64,0,214,314,69
7374,0,0,500,375,69
7375,78,0,218,370,69
7376,0,36,640,640,69
7377,0,48,280,373,69
7378,80,100,204,208,69
7379,81,5,460,338,69
7380,79,130,512,411,69
7381,128,93,679,474,69
7382,52,0,437,225,69
7383,44,134,306,272,69
7384,133,87,592,464,69
7385,146,235,330,468,69
7386,0,50,156,248,69
7387,175,70,355,221,69
7388,133,33,352,213,69
7389,31,135,238,288,69
7390,28,68,212,204,69
7391,0,123,517,545,69
7392,43,0,454,336,69
7393,0,79,288,349,69
7394,48,8,286,224,69
7395,93,0,448,303,69
7396,75,27,447,393,69
7397,229,102,370,261,69
7398,257,28,640,326,69
7399,79,180,325,370,69
7400,75,243,330,423,69
7401,86,31,405,308,69
7402,21,148,195,224,69
7403,220,172,337,267,69
7404,222,169,538,426,69
7405,248,202,447,323,69
7406,0,14,360,360,69
7407,62,108,398,355,69
7408,97,40,396,324,69
7409,133,115,380,296,69
7410,62,154,312,331,69
7411,121,0,499,373,69
7412,0,12,500,206,69
7413,0,16,480,265,69
7414,0,16,240,210,69
7415,40,18,290,178,69
7416,0,0,538,533,69
7417,315,191,500,358,69
7418,0,0,400,300,69
7419,116,49,415,239,69
7420,52,82,347,335,69
7421,171,82,412,350,69
7422,221,202,693,488,69
7423,17,4,200,276,69
7424,163,82,343,270,69
7425,89,167,323,374,69
7426,103,78,329,216,69
7427,0,150,288,352,69
7428,262,186,408,400,69
7429,0,152,320,352,69
7430,122,24,569,387,69
7431,0,105,600,402,69
7432,101,137,386,322,69
7433,97,47,446,341,69
7434,165,210,357,345,69
7435,0,0,420,280,69
7436,115,18,462,335,69
7437,76,8,488,469,69
13273,32,185,96,219,69
13318,226,55,358,184,69
13325,305,205,431,330,69
13333,0,120,115,248,69
13390,0,6,186,190,69
13733,122,257,266,382,69
13867,236,9,306,72,69
13887,0,120,254,396,69
13958,36,406,153,520,69
14010,441,110,770,440,69
14018,458,176,703,411,69
14021,441,21,623,195,69
14023,558,86,723,236,69
14026,188,100,575,485,69
14035,113,90,555,523,69
14043,230,136,598,421,69
14070,435,110,648,313,69
14072,140,96,601,505,69
14092,160,46,580,516,69
14254,114,82,200,160,69
14364,540,0,780,226,69
14540,56,85,246,263,69
14584,533,0,793,233,69
14616,325,305,568,558,69
15382,206,126,354,324,69
15902,272,30,600,360,69
15,578,221,798,370,84
2607,52,20,269,207,84
2608,0,58,424,245,84
2639,31,28,457,350,84
2674,45,8,580,324,84
2680,90,100,490,334,84
2688,55,55,728,529,84
2692,65,25,457,311,84
8838,42,25,319,229,84
8839,13,39,209,150,84
8840,19,54,322,228,84
8841,105,70,568,364,84
8842,0,0,260,169,84
8843,0,26,500,366,84
8844,0,29,255,157,84
8845,0,0,172,128,84
8846,0,0,192,153,84
8847,0,6,250,250,84
8848,46,33,204,160,84
8849,0,0,352,264,84
8850,171,9,352,190,84
8851,0,58,280,347,84
8852,14,74,450,337,84
8853,0,0,172,190,84
8854,0,0,192,144,84
8855,19,11,308,231,84
8856,0,0,192,144,84
8857,0,0,192,144,84
8858,0,0,192,144,84
8859,0,0,192,144,84
8860,0,0,192,144,84
8861,0,0,350,250,84
8862,10,11,237,186,84
8863,0,120,640,429,84
8864,0,77,505,356,84
8865,0,0,170,136,84
8866,0,0,300,180,84
8867,10,12,236,186,84
8868,22,58,320,222,84
8869,0,16,280,210,84
8870,0,231,538,700,84
8871,0,0,352,264,84
8872,0,0,384,288,84
8873,0,0,352,264,84
8874,0,0,352,264,84
8875,0,16,170,99,84
8876,0,0,500,330,84
8877,0,0,192,144,84
8878,2,14,447,324,84
8879,0,0,450,337,84
8880,15,29,160,120,84
8881,160,36,320,240,84
8882,150,54,320,240,84
8883,112,92,320,240,84
8884,0,0,308,231,84
8885,0,0,250,173,84
8886,11,2,179,138,84
8887,0,0,133,100,84
8888,0,0,320,240,84
8889,0,0,345,221,84
8890,0,0,276,223,84
8891,182,137,500,375,84
8892,4,26,240,204,84
8893,13,70,225,265,84
8894,0,0,800,600,84
8895,0,0,320,240,84
8896,0,0,320,240,84
8897,48,0,320,240,84
8898,12,72,180,240,84
8899,0,0,172,155,84
8900,0,0,172,155,84
8901,20,8,302,226,84
8902,0,0,500,366,84
8903,66,39,222,150,84
8904,0,0,200,150,84
8905,0,178,350,467,84
8906,0,0,200,150,84
8907,36,0,381,254,84
8908,4,74,346,403,84
8909,0,0,800,600,84
8910,0,49,448,336,84
8911,62,38,320,240,84
8912,0,0,240,180,84
8913,7,5,328,257,84
8914,0,0,320,240,84
8915,0,0,256,192,84
8916,0,0,320,240,84
8917,39,0,240,160,84
8918,0,0,640,480,84
8919,0,0,320,240,84
8920,0,0,320,240,84
8921,0,13,340,255,84
8922,0,0,800,600,84
8923,0,0,360,270,84
8924,0,30,400,274,84
8925,0,20,500,375,84
8926,0,55,500,375,84
8927,0,10,240,306,84
8928,49,9,176,144,84
8929,0,26,320,222,84
8930,6,6,147,129,84
8931,0,44,156,151,84
8932,0,32,224,240,84
8933,0,0,295,230,84
8934,0,0,320,240,84
8935,0,0,320,240,84
8936,0,56,240,320,84
8937,22,0,500,375,84
9085,0,0,480,358,84
9128,25,75,318,394,84
9219,83,58,675,483,84
10658,0,30,358,400,84
11142,66,10,429,312,84
11428,15,49,450,258,84
11437,0,1,478,268,84
11446,16,1,405,270,84
13698,292,152,482,360,84
13788,52,208,454,408,84
13894,236,28,638,297,84
14774,1,21,796,513,84
15426,115,124,520,329,84
15451,111,46,536,390,84
15539,207,111,588,445,84
15626,0,129,359,449,84
15718,12,25,268,283,84
8138,26,26,193,125,77
8139,6,12,180,144,77
8140,9,43,191,203,77
8141,0,0,227,170,77
8142,88,81,387,341,77
8143,60,3,300,168,77
8144,86,113,501,384,77
8145,5,45,310,286,77
8146,0,10,180,120,77
8147,0,0,190,146,77
8148,0,0,282,225,77
8149,24,24,193,163,77
8150,0,40,240,274,77
8151,0,0,192,142,77
8152,0,0,200,200,77
8153,20,0,163,128,77
8154,0,0,577,433,77
8155,0,0,225,220,77
8156,0,0,250,188,77
8157,51,8,264,205,77
8158,0,40,250,250,77
8159,0,0,350,263,77
8160,0,0,300,423,77
8161,0,0,450,299,77
8162,0,0,400,300,77
8163,0,0,620,424,77
8164,54,48,379,296,77
8165,0,0,99,71,77
8166,0,162,320,480,77
8167,0,0,800,533,77
8168,0,0,196,147,77
8169,13,21,340,386,77
8170,21,0,300,225,77
8171,0,0,800,600,77
8172,0,0,320,213,77
8173,0,0,320,240,77
8174,34,28,267,200,77
8175,0,0,180,154,77
8176,0,0,420,279,77
8177,0,0,295,208,77
8178,0,56,250,250,77
8179,0,0,400,300,77
8180,0,0,204,156,77
8181,0,0,217,152,77
8182,10,0,183,145,77
8183,30,0,408,300,77
8184,23,23,354,320,77
8185,0,39,220,165,77
8186,16,20,198,178,77
8187,25,0,375,367,77
8188,0,0,400,300,77
8189,57,22,390,300,77
8190,4,7,171,120,77
8191,0,6,175,150,77
8192,0,0,620,424,77
8193,0,25,432,324,77
8194,0,0,300,247,77
8195,0,11,136,145,77
8196,0,0,200,150,77
8197,0,0,352,288,77
8198,0,0,220,165,77
8199,60,21,450,300,77
8200,0,144,300,450,77
8201,52,27,384,279,77
8202,0,0,270,203,77
8203,0,6,192,140,77
8204,0,0,320,240,77
8205,0,0,300,225,77
8206,0,45,578,480,77
8207,0,0,212,163,77
8208,0,0,640,480,77
8209,0,57,350,196,77
8210,0,0,450,300,77
8211,14,0,278,240,77
8212,22,11,220,139,77
8213,50,0,610,480,77
8214,0,0,320,240,77
8215,0,0,187,226,77
8216,7,0,154,135,77
8217,50,52,310,220,77
8218,0,0,280,235,77
8219,0,97,499,310,77
8220,0,35,314,302,77
8221,28,54,294,212,77
8222,0,0,300,199,77
8223,0,11,263,317,77
8224,0,13,170,246,77
8225,78,0,216,155,77
8226,0,0,518,388,77
8227,0,53,680,475,77
8228,0,24,320,240,77
8229,0,0,250,188,77
8230,16,0,165,135,77
8231,0,0,300,400,77
8232,126,86,450,300,77
8233,0,52,320,240,77
8234,0,0,150,113,77
8235,0,0,500,405,77
8236,0,0,268,185,77
8237,0,0,448,336,77
14839,208,3,770,450,77
15416,244,47,587,365,77
15577,148,11,516,363,77
15585,233,55,600,395,77
15603,220,15,596,370,77
15621,41,118,333,388,77
15780,23,103,301,408,77
16754,1,0,575,442,77
16757,1,4,638,476,77
16761,53,0,626,477,77
16762,10,31,592,408,77
3293,0,0,465,350,34
3294,202,123,503,373,34
3295,0,0,544,408,34
3296,9,61,453,287,34
3297,0,0,490,378,34
3298,39,31,372,306,34
3299,0,12,640,480,34
3300,0,0,479,399,34
3301,120,23,552,315,34
3302,33,5,450,320,34
3303,3,37,600,450,34
3304,3,0,586,457,34
3305,18,14,555,398,34
3306,69,30,436,315,34
3307,0,0,400,278,34
3308,264,166,490,327,34
3309,135,40,600,400,34
3310,0,0,204,145,34
3311,0,0,400,300,34
3312,22,0,370,291,34
3313,72,18,312,240,34
3314,31,29,367,189,34
3315,0,0,614,451,34
3316,0,0,283,213,34
3317,200,181,464,336,34
3318,0,0,750,499,34
3319,86,52,520,444,34
3320,0,0,450,338,34
3321,48,33,356,300,34
3322,0,64,480,548,34
3323,0,0,379,276,34
3324,86,49,568,476,34
3325,0,116,525,700,34
3326,0,159,240,372,34
3327,0,10,167,144,34
3328,5,57,178,151,34
3329,12,39,600,450,34
3330,0,12,300,216,34
3331,241,0,400,95,34
3332,113,98,726,492,34
3333,51,0,309,270,34
3334,55,6,437,276,34
3335,50,0,278,240,34
3336,0,0,667,602,34
3337,25,0,640,480,34
3338,153,127,780,533,34
3339,96,44,383,281,34
3340,0,100,327,339,34
3341,228,69,462,248,34
3342,0,71,380,315,34
3343,143,221,288,352,34
3344,0,0,400,300,34
3345,0,0,285,214,34
3346,36,25,318,263,34
3347,96,87,300,271,34
3348,15,51,199,240,34
3349,90,37,370,245,34
3350,20,58,460,335,34
3351,0,0,208,156,34
3352,0,71,280,326,34
3353,0,99,220,374,34
3354,0,96,162,204,34
3355,0,0,242,240,34
3356,56,8,400,300,34
3357,72,25,462,382,34
3358,0,38,232,205,34
3359,0,0,384,288,34
3360,0,32,280,173,34
3361,72,53,234,130,34
3362,22,0,385,315,34
